# ZND: DETONATION STRUCTURE CALCULATION
# CALCULATION RUN ON March 24, 2019

# INITIAL CONDITIONS
# TEMPERATURE (K) 300.0
# PRESSURE (atm) 1.0
# DENSITY (kg/m^3) 8.3836e-01
# SHOCK SPEED (M/S) 1967.85

# REACTION ZONE STRUCTURE

# Induction Times
# Time to Peak Thermicity =   3.8109e-07 s
# Distance to Peak Thermicity =   1.4438e-04 m

# Exothermic/Reaction Times
# Time of Reaction based on Thermicity Pulse Width =   8.5164e-08 s
# Length of Reaction based on Thermicity Pulse Width =   4.3831e-05 m
# THE OUTPUT DATA COLUMNS ARE:
Variables = "Distance (m)", "Velocity (m/s)", "Sound Speed (m/s)", "Gamma", "Weight (kg/mol)","c^2-U^2 (m/s)"
   2.85933e-03 	    1.12458e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    2.69219e+01
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    1.58761e+01
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    1.15689e+01
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    5.18536e+00
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    3.67574e+00
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    1.72853e+00
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    6.06537e-01
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    2.05008e-01
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    4.38005e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    2.54565e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    1.82874e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    4.67958e-03
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    1.27160e-01
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    1.27866e-01
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    1.74647e-01
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	    1.49218e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	   -7.82936e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	   -7.42652e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	   -6.36875e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	   -4.21470e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	   -1.83205e-02
   2.85933e-03 	    1.12459e+03 	    1.12459e+03 	    1.24226e+00 	    2.38833e+01 	   -9.20040e-03
